Mod:Item:MetaData, Localized Name
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:soul_bead, item.soul_bead.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:smoker, tile.smoker.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:glowstone_dust_block, tile.glowstone_dust_block.name
quark:gunpowder_block, tile.gunpowder_block.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:soul_powder, item.soul_powder.name
quark:enderdragon_scale, item.enderdragon_scale.name
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:sandstone_new:0, Polished Sandstone
quark:sandstone_new:1, Sandstone Bricks
quark:sandstone_new:2, Polished Red Sandstone
quark:sandstone_new:3, Red Sandstone Bricks
quark:sandstone_new:4, Polished Soul Sandstone
quark:sandstone_new:5, Soul Sandstone Bricks
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, Polished Sandstone Slab
quark:sandstone_bricks_slab:0, Sandstone Brick Slab
quark:red_sandstone_smooth_slab:0, Polished Red Sandstone Slab
quark:red_sandstone_bricks_slab:0, Red Sandstone Brick Slab
quark:soul_sandstone_smooth_slab:0, Polished Soul Sandstone Slab
quark:soul_sandstone_bricks_slab:0, Soul Sandstone Brick Slab
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stained_planks:0, White Stained Planks
quark:stained_planks:1, Orange Stained Planks
quark:stained_planks:2, Magenta Stained Planks
quark:stained_planks:3, Light Blue Stained Planks
quark:stained_planks:4, Yellow Stained Planks
quark:stained_planks:5, Lime Stained Planks
quark:stained_planks:6, Pink Stained Planks
quark:stained_planks:7, Gray Stained Planks
quark:stained_planks:8, Light Gray Stained Planks
quark:stained_planks:9, Cyan Stained Planks
quark:stained_planks:10, Purple Stained Planks
quark:stained_planks:11, Blue Stained Planks
quark:stained_planks:12, Brown Stained Planks
quark:stained_planks:13, Green Stained Planks
quark:stained_planks:14, Red Stained Planks
quark:stained_planks:15, Black Stained Planks
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, White Stained Wood Slab
quark:stained_planks_orange_slab:0, Orange Stained Wood Slab
quark:stained_planks_magenta_slab:0, Magenta Stained Wood Slab
quark:stained_planks_light_blue_slab:0, Light Blue Stained Wood Slab
quark:stained_planks_yellow_slab:0, Yellow Stained Wood Slab
quark:stained_planks_lime_slab:0, Lime Stained Wood Slab
quark:stained_planks_pink_slab:0, Pink Stained Wood Slab
quark:stained_planks_gray_slab:0, Gray Stained Wood Slab
quark:stained_planks_silver_slab:0, Light Gray Stained Wood Slab
quark:stained_planks_cyan_slab:0, Cyan Stained Wood Slab
quark:stained_planks_purple_slab:0, Purple Stained Wood Slab
quark:stained_planks_blue_slab:0, Blue Stained Wood Slab
quark:stained_planks_brown_slab:0, Brown Stained Wood Slab
quark:stained_planks_green_slab:0, Green Stained Wood Slab
quark:stained_planks_red_slab:0, Red Stained Wood Slab
quark:stained_planks_black_slab:0, Black Stained Wood Slab
quark:hardened_clay_tiles, tile.hardened_clay_tiles.name
quark:hardened_clay_tiles_stairs, tile.hardened_clay_tiles_stairs.name
quark:hardened_clay_tiles_slab:0, Terracotta Shingle Slab
quark:stained_clay_tiles:0, White Terracotta Shingles
quark:stained_clay_tiles:1, Orange Terracotta Shingles
quark:stained_clay_tiles:2, Magenta Terracotta Shingles
quark:stained_clay_tiles:3, Light Blue Terracotta Shingles
quark:stained_clay_tiles:4, Yellow Terracotta Shingles
quark:stained_clay_tiles:5, Lime Terracotta Shingles
quark:stained_clay_tiles:6, Pink Terracotta Shingles
quark:stained_clay_tiles:7, Gray Terracotta Shingles
quark:stained_clay_tiles:8, Light Gray Terracotta Shingles
quark:stained_clay_tiles:9, Cyan Terracotta Shingles
quark:stained_clay_tiles:10, Purple Terracotta Shingles
quark:stained_clay_tiles:11, Blue Terracotta Shingles
quark:stained_clay_tiles:12, Brown Terracotta Shingles
quark:stained_clay_tiles:13, Green Terracotta Shingles
quark:stained_clay_tiles:14, Red Terracotta Shingles
quark:stained_clay_tiles:15, Black Terracotta Shingles
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, White Terracotta Shingle Slab
quark:stained_clay_tiles_orange_slab:0, Orange Terracotta Shingle Slab
quark:stained_clay_tiles_magenta_slab:0, Magenta Terracotta Shingle Slab
quark:stained_clay_tiles_light_blue_slab:0, Light Blue Terracotta Shingle Slab
quark:stained_clay_tiles_yellow_slab:0, Yellow Terracotta Shingle Slab
quark:stained_clay_tiles_lime_slab:0, Lime Terracotta Shingle Slab
quark:stained_clay_tiles_pink_slab:0, Pink Terracotta Shingle Slab
quark:stained_clay_tiles_gray_slab:0, Gray Terracotta Shingle Slab
quark:stained_clay_tiles_silver_slab:0, Light Gray Terracotta Shingle Slab
quark:stained_clay_tiles_cyan_slab:0, Cyan Terracotta Shingle Slab
quark:stained_clay_tiles_purple_slab:0, Purple Terracotta Shingle Slab
quark:stained_clay_tiles_blue_slab:0, Blue Terracotta Shingle Slab
quark:stained_clay_tiles_brown_slab:0, Brown Terracotta Shingle Slab
quark:stained_clay_tiles_green_slab:0, Green Terracotta Shingle Slab
quark:stained_clay_tiles_red_slab:0, Red Terracotta Shingle Slab
quark:stained_clay_tiles_black_slab:0, Black Terracotta Shingle Slab
quark:bark:0, Oak Bark
quark:bark:1, Spruce Bark
quark:bark:2, Birch Bark
quark:bark:3, Jungle Bark
quark:bark:4, Acacia Bark
quark:bark:5, Dark Oak Bark
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Oak Bark Slab
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Spruce Bark Slab
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Birch Bark Slab
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Jungle Bark Slab
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Acacia Bark Slab
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:sturdy_stone, tile.sturdy_stone.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Thatch Slab
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Charred Nether Brick Slab
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:3, Basalt Bricks
quark:world_stone_bricks:4, Marble Bricks
quark:world_stone_bricks:5, Limestone Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_marble_bricks_slab:0, Marble Brick Slab
quark:stone_limestone_bricks_slab:0, Limestone Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:trowel, item.trowel.name
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
